PassMark Volatility Workbench Log file  -  http://www.passmark.com 
================================================================== 
Volatility Workbench Version: V3.0 Build 1006 
Volatility 3 Framework Version: 2.5.0 
Log Date: Thu May 16 15:38:45 2024
 
 
Time Stamp: Thu May 16 14:52:25 2024
 
"C:\Users\technopc\Downloads\VolatilityWorkbench\vol.exe" -f "C:\Users\technopc\Desktop\volatility3\20240516.mem" windows.pslist.PsList  
Volatility 3 Framework 2.5.0 
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output 
* 0x11047073	3a-70-00-53	0fd21fc11faba5db45502c05c32521ca	9104587eb9b3444ff115cd82454e9276	2	False	Not Defined PartitionType	0x4b500000	N/A
* 0x11047073	3a-70-00-53	0fd21fc11faba5db45502c05c32521ca	9104587eb9b3444ff115cd82454e9276	3	False	Empty	0x628	N/A
* 0x11047073	3a-70-00-53	0fd21fc11faba5db45502c05c32521ca	9104587eb9b3444ff115cd82454e9276	4	False	Empty	0x2a950530	N/A
0x1105195c	6f-fb-04-30	faae5da990aa4cb1308f9e3ed18ac876	6621cb099c5737d2455d7c2569f25503	N/A	N/A	N/A	N/A	
0x0:	adc	bh, byte ptr [rbx]
0x2:	add	al, ch

* 0x1105195c	6f-fb-04-30	faae5da990aa4cb1308f9e3ed18ac876	6621cb099c5737d2455d7c2569f25503	1	False	Not Defined PartitionType	0x52aaa4aa	N/A
* 0x1105195c	6f-fb-04-30	faae5da990aa4cb1308f9e3ed18ac876	6621cb099c5737d2455d7c2569f25503	2	False	Not Defined PartitionType	0x23c7000	N/A
* 0x1105195c	6f-fb-04-30	faae5da990aa4cb1308f9e3ed18ac876	6621cb099c5737d2455d7c2569f25503	3	False	PartitionMagic recovery partition	0x1bb68f0	N/A
* 0x1105195c	6f-fb-04-30	faae5da990aa4cb1308f9e3ed18ac876	6621cb099c5737d2455d7c2569f25503	4	False	Not Defined PartitionType	0x55551001	N/A
0x11057503	61-08-13-69	b5bef3fe513f1d28be054728ba52effb	f6740ee85454f5ed9b9c1ded2a653ba5	N/A	N/A	N/A	N/A	
* 0x11057503	61-08-13-69	b5bef3fe513f1d28be054728ba52effb	f6740ee85454f5ed9b9c1ded2a653ba5	1	False	Not Defined PartitionType	0x161a7207	N/A
* 0x11057503	61-08-13-69	b5bef3fe513f1d28be054728ba52effb	f6740ee85454f5ed9b9c1ded2a653ba5	2	False	Hidden FAT12,CHS	0xf117f1c	N/A
* 0x11057503	61-08-13-69	b5bef3fe513f1d28be054728ba52effb	f6740ee85454f5ed9b9c1ded2a653ba5	3	False	Not Defined PartitionType	0xa025fa11	N/A
* 0x11057503	61-08-13-69	b5bef3fe513f1d28be054728ba52effb	f6740ee85454f5ed9b9c1ded2a653ba5	4	False	Not Defined PartitionType	0x6b977809	N/A
0x11064fa7	01-90-bc-00	1ab2d2484c82441f1478c3628ccf6043	7d7ea8d1fb72ffa24fd29ea88d02996c	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rax], dh
* 0x11064fa7	01-90-bc-00	1ab2d2484c82441f1478c3628ccf6043	7d7ea8d1fb72ffa24fd29ea88d02996c	1	False	Not Defined PartitionType	0xfcc05555	N/A
* 0x11064fa7	01-90-bc-00	1ab2d2484c82441f1478c3628ccf6043	7d7ea8d1fb72ffa24fd29ea88d02996c	2	False	Not Defined PartitionType	0x1bc2000	N/A
* 0x11064fa7	01-90-bc-00	1ab2d2484c82441f1478c3628ccf6043	7d7ea8d1fb72ffa24fd29ea88d02996c	3	True	Not Defined PartitionType	0x7ce000bc	N/A
* 0x11064fa7	01-90-bc-00	1ab2d2484c82441f1478c3628ccf6043	7d7ea8d1fb72ffa24fd29ea88d02996c	4	False	Not Defined PartitionType	0x55551000	N/A
0x11069e5e	34-58-00-19	4f4dbececdab511d316772db69b434af	ce937bb0be5850d2db335d2289e12ff2	N/A	N/A	N/A	N/A	
0x0:	add	ah, dl
0x2:	pop	rsp
0x3:	add	byte ptr [rbx + 0x58], ch
0x6:	add	ch, dl
0x8:	pop	rsp
0x9:	add	byte ptr [rsi + 0x58], ch
0xc:	add	dh, dl
0xe:	pop	rsp
0xf:	add	byte ptr [rcx + 0x58], dh
0x12:	add	bh, dl
0x14:	pop	rsp
0x15:	add	byte ptr [rax + rbx*2], dh
0x19:	fcomp	dword ptr [rax + rax + 0x77]
0x1d:	pop	rax
0x1e:	add	cl, bl
0x20:	pop	rsp
0x21:	add	byte ptr [rdx + 0x58], bh
0x24:	add	dl, bl
0x26:	pop	rsp
0x27:	add	byte ptr [rbp + 0x58], bh
0x2a:	add	bl, bl
0x2c:	pop	rsp
0x2d:	add	byte ptr [rbp + 0x55], dl
0x30:	push	rbp
0x31:	push	rbp
0x32:	sbb	byte ptr [rax], 0xdc
0x36:	pop	rsp
0x37:	add	byte ptr [rbx + 0x5cdd0058], al
0x3d:	add	byte ptr [rsi + 0x5cde0058], al
0x43:	add	byte ptr [rcx + 0x5cdf0058], cl
0x49:	add	byte ptr [rax + rbx*2 + 0x5ce000], cl
* 0x11069e5e	34-58-00-19	4f4dbececdab511d316772db69b434af	ce937bb0be5850d2db335d2289e12ff2	1	False	Not Defined PartitionType	0xaaaaaa3d	N/A
* 0x11069e5e	34-58-00-19	4f4dbececdab511d316772db69b434af	ce937bb0be5850d2db335d2289e12ff2	2	False	Not Defined PartitionType	0x1e005843	N/A
* 0x11069e5e	34-58-00-19	4f4dbececdab511d316772db69b434af	ce937bb0be5850d2db335d2289e12ff2	3	False	Empty	0x584c005c	N/A
* 0x11069e5e	34-58-00-19	4f4dbececdab511d316772db69b434af	ce937bb0be5850d2db335d2289e12ff2	4	False	Not Defined PartitionType	0x5c2400	N/A
0x1107a01e	00-38-5c-00	09109b8e0d9958d019e8b447a786a683	99218c5a38f24d08eab4abdeda0b8e5d	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rax + 0x585e005c], ah
0x6:	add	byte ptr [rsp + rbp*2 + 0x4a8c017b], ah
0xd:	add	byte ptr [rax], al
0xf:	fsubr	dword ptr [rsi + 0x5b]
0x12:	add	dh, cl
0x14:	add	byte ptr [rax], r8b
0x17:	int3	
0x18:	pop	rsp
0x19:	add	byte ptr [rsi + 0x7c4c0058], bh
0x1f:	add	dword ptr [rsi], esp
0x21:	js	0x24
0x23:	push	rbp
0x24:	push	rbp
0x25:	push	rbp
0x26:	push	rbp
0x27:	pop	rsp
0x29:	add	byte ptr [rsi], dh
0x2b:	pop	rax
0x2c:	add	byte ptr [rax + 0x5c], bl
0x2f:	add	byte ptr [rsi], ch
0x31:	pop	rax
0x32:	add	byte ptr [rax + 0x5c], dh
0x35:	add	byte ptr [rsi], bh
0x37:	pop	rax
0x38:	add	al, al
0x3a:	fadd	qword ptr [rcx]
0x3c:	scasb	al, byte ptr [rdi]
0x3d:	fadd	dword ptr [rcx]
0x3f:	mov	ah, 0x5c
0x41:	add	byte ptr [rsi + 0x5ca80058], bl
0x47:	add	byte ptr [rsi + 0x5c9c0058], cl
0x4d:	add	byte ptr [rsi + 0x58], bh
0x50:	add	byte ptr [rax + 0x586e005c], dl
0x56:	add	byte ptr [rbp + 0x55], dl
0x59:	push	rbp
0x5a:	push	rbp
0x5b:	test	byte ptr [rax + rax + 0x5e], bl
0x5f:	pop	rax
0x60:	add	byte ptr [rsp + rbx*2], ch
0x64:	pop	rax
0x66:	add	byte ptr [rax + 0x5c], bh
0x69:	add	byte ptr [rsi + 0x58], cl
0x6c:	add	byte ptr [rax + 0x5c], ah
0x6f:	add	byte ptr [rsi], ch
0x71:	pop	rax
0x72:	add	byte ptr [rsp + rbx*2], dl
* 0x1107a01e	00-38-5c-00	09109b8e0d9958d019e8b447a786a683	99218c5a38f24d08eab4abdeda0b8e5d	1	False	NTFS	0xaaa0048	N/A
* 0x1107a01e	00-38-5c-00	09109b8e0d9958d019e8b447a786a683	99218c5a38f24d08eab4abdeda0b8e5d	2	False	Not Defined PartitionType	0x240058ef	N/A
* 0x1107a01e	00-38-5c-00	09109b8e0d9958d019e8b447a786a683	99218c5a38f24d08eab4abdeda0b8e5d	3	False	Empty	0x700bc30	N/A
* 0x1107a01e	00-38-5c-00	09109b8e0d9958d019e8b447a786a683	99218c5a38f24d08eab4abdeda0b8e5d	4	False	Empty	0x55740058	N/A
0x1107b260	00-9c-5c-00	f1a1b97d41b314cd7b50ea8b320603c9	2fed6c0865f78947f834741c02793357	N/A	N/A	N/A	N/A	
0x0:	pop	rsp
0x1:	add	byte ptr [rsi], dh
0x3:	pop	rax
0x4:	add	byte ptr [rsp + rbx], ah
0x7:	add	dword ptr [rsi + 0x5c0c0058], ecx
0xd:	add	byte ptr [rsi + 0x58], bh
0x10:	add	ah, bl
0x12:	sbb	al, 1
0x14:	pop	rsi
0x15:	pop	rax
0x16:	add	byte ptr [rdx + rbp*4 + 0x5caaaaaa], ch
0x1d:	add	byte ptr [rsi], bh
0x1f:	pop	rax
0x20:	add	byte ptr [rax], dh
0x22:	sbb	al, 1
0x24:	xchg	esi, eax
0x25:	pop	rax
0x26:	add	al, ch
0x28:	mov	esp, 0x586600
0x2d:	mov	eax, 0x5846005c
0x32:	add	byte ptr [rax + 0x5826005c], cl
0x38:	add	byte ptr [rax + 0x7c], cl
0x3b:	add	dword ptr [rsi + 0x5c3c0058], esp
0x41:	add	byte ptr [rsi - 0x333ffa8], bl
0x47:	push	rax
0x48:	pop	rax
0x49:	clc	
0x4a:	push	rax
* 0x1107b260	00-9c-5c-00	f1a1b97d41b314cd7b50ea8b320603c9	2fed6c0865f78947f834741c02793357	1	False	Not Defined PartitionType	0xa0aaaad7	N/A
* 0x1107b260	00-9c-5c-00	f1a1b97d41b314cd7b50ea8b320603c9	2fed6c0865f78947f834741c02793357	2	False	Not Defined PartitionType	0xc4017819	N/A
* 0x1107b260	00-9c-5c-00	f1a1b97d41b314cd7b50ea8b320603c9	2fed6c0865f78947f834741c02793357	3	False	Empty	0x17005cd0	N/A
* 0x1107b260	00-9c-5c-00	f1a1b97d41b314cd7b50ea8b320603c9	2fed6c0865f78947f834741c02793357	4	False	Empty	0x55f40058	N/A
0x1107b84e	00-4b-58-00	34115ad4e95c52eff85c34acf299dfd5	9b85a911e68d627f0fd6eb9231390393	N/A	N/A	N/A	N/A	
0x0:	cmp	al, 2
0x2:	cld	
* 0x1107b84e	00-4b-58-00	34115ad4e95c52eff85c34acf299dfd5	9b85a911e68d627f0fd6eb9231390393	1	False	Not Defined PartitionType	0xbcaaa9aa	N/A
* 0x1107b84e	00-4b-58-00	34115ad4e95c52eff85c34acf299dfd5	9b85a911e68d627f0fd6eb9231390393	2	False	Empty	0x118b701	N/A
* 0x1107b84e	00-4b-58-00	34115ad4e95c52eff85c34acf299dfd5	9b85a911e68d627f0fd6eb9231390393	3	False	Not Defined PartitionType	0x98005cdc	N/A
* 0x1107b84e	00-4b-58-00	34115ad4e95c52eff85c34acf299dfd5	9b85a911e68d627f0fd6eb9231390393	4	False	Empty	0x55ac0058	N/A
0x1107c45b	00-38-5c-00	2274263ed16b3f6a62f8929f6af7ccea	38d1680f3b107bba5ef578ec61d1528b	N/A	N/A	N/A	N/A	
0x0:	pop	rax
0x1:	add	byte ptr [rsp + rbx*2], bl
0x5:	xchg	esi, eax
0x6:	pop	rax
0x7:	add	byte ptr [rax], cl
0x9:	push	rdi
0xa:	pop	rbx
0xb:	add	edi, ecx
* 0x1107c45b	00-38-5c-00	2274263ed16b3f6a62f8929f6af7ccea	38d1680f3b107bba5ef578ec61d1528b	1	False	Not Defined PartitionType	0x5520aa00	N/A
* 0x1107c45b	00-38-5c-00	2274263ed16b3f6a62f8929f6af7ccea	38d1680f3b107bba5ef578ec61d1528b	2	False	Not Defined PartitionType	0x5c5c00	N/A
* 0x1107c45b	00-38-5c-00	2274263ed16b3f6a62f8929f6af7ccea	38d1680f3b107bba5ef578ec61d1528b	3	False	Not Defined PartitionType	0x1d3e02	N/A
* 0x1107c45b	00-38-5c-00	2274263ed16b3f6a62f8929f6af7ccea	38d1680f3b107bba5ef578ec61d1528b	4	False	Not Defined PartitionType	0x2041fc00	N/A
0x1107cea3	5c-00-62-58	0c86cceb77a6298b6e257570f9cd4766	e33b16599c1d83506f894a556e153818	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rax], al
0x2:	push	rbp
0x3:	pop	rax
0x4:	pop	rsp
0x5:	add	byte ptr [rbp + 0x58], dl
0x8:	add	byte ptr [rax + 0x5c], dh
0xb:	add	byte ptr [rbp + 0x58], ah
0xe:	add	byte ptr [rdx + rdi - 0x47], ah
0x12:	mov	bl, 0xad
0x14:	add	al, byte ptr [rax]
0x16:	add	byte ptr [rbp + 0x1c], bl
0x19:	add	byte ptr [rax], al
0x1b:	jl	0x57
0x1d:	mov	ecx, 0x2adb3
0x22:	add	byte ptr [rbp + 0x1c], ch
0x25:	add	byte ptr [rax], al
* 0x1107cea3	5c-00-62-58	0c86cceb77a6298b6e257570f9cd4766	e33b16599c1d83506f894a556e153818	1	False	Empty	0xaa7a005c	N/A
* 0x1107cea3	5c-00-62-58	0c86cceb77a6298b6e257570f9cd4766	e33b16599c1d83506f894a556e153818	2	False	Empty	0xf4005c16	N/A
* 0x1107cea3	5c-00-62-58	0c86cceb77a6298b6e257570f9cd4766	e33b16599c1d83506f894a556e153818	3	False	Not Defined PartitionType	0xb807005c	N/A

* 0x1107cea3	5c-00-62-58	0c86cceb77a6298b6e257570f9cd4766	e33b16599c1d83506f894a556e153818	4	False	Not Defined PartitionType	0x55555800	N/A
0x1107d1c7	7d-b9-fa-41	cd07f21a7dc200008de83a8fb83165d6	f16bd518a12b45d69222e63286f6b52f	N/A	N/A	N/A	N/A	
0x0:	mov	esp, 0xd303
0x5:	add	byte ptr [rbp - 0x5b], dl
0x8:	stosb	byte ptr [rdi], al
0x9:	and	ah, bl
0xb:	sub	bl, bh
0xd:	add	bl, al
0xf:	add	al, 0
0x11:	add	byte ptr [rsp + rdi*4], dh
0x14:	add	dh, al
0x16:	mov	eax, 0xbcd000
0x1b:	retf	0xb8
0x1e:	sub	byte ptr [rax + rax - 0x1fff4747], bh
0x25:	and	al, 0x7b
0x27:	add	dword ptr [rax + rdi*4 + 0xbc5800], edi
0x2e:	in	eax, dx

0x2f:	mov	eax, 0x17cf400
0x34:	hlt	
0x35:	mov	eax, 0x54155500
0x3a:	push	rbp
0x3b:	movabs	rsp, 0xe600bce800b8e000
0x45:	mov	eax, 0x1dcbc00
0x4a:	jp	0x85
0x4c:	add	dl, byte ptr [rbx + rdi + 2]
0x50:	push	rdx
0x51:	xor	eax, 0x5cb00000
0x56:	add	byte ptr [rdx], dh
0x58:	pop	rax
0x59:	add	byte ptr [rsp + rbx*2 + 0x583a00], bh
0x60:	enter	0x5c, 0x42
0x64:	pop	rax
0x65:	add	ah, dl
0x67:	pop	rsp
0x68:	add	byte ptr [rdx + 0x50], dl
0x6b:	push	rbp
0x6c:	push	rbp
0x6d:	pop	rax
0x6f:	add	byte ptr [rax + 0x5812005c], al
0x75:	add	byte ptr [rsp + rbx*2 + 0x581a00], cl
0x7c:	cwde	
0x7d:	pop	rsp
0x7e:	add	byte ptr [rdx], ah
0x80:	pop	rax
0x81:	add	byte ptr [rsp + rbx*2 + 0x582a00], ah
0x88:	pop	rsp
0x89:	pop	rsp
0x8a:	add	byte ptr [rcx], cl
0x8c:	add	byte ptr ss:[rax], al
0x8f:	cmp	byte ptr [rax + rax - 0x66], bl
0x93:	mov	eax, 0x1b552800
0x98:	add	al, 0x82
0x9a:	lodsd	eax, dword ptr [rsi]
0x9b:	stosb	byte ptr [rdi], al
0x9c:	stosb	byte ptr [rdi], al
0x9d:	stosb	byte ptr [rdi], al
0x9e:	pop	rax
0x9f:	add	byte ptr [rax + 0x5c], al
0xa2:	add	byte ptr [rdx + 0x5c340058], dl
0xa8:	add	byte ptr [rdx + 0x5c040058], cl
0xae:	add	byte ptr [rdx + 0x58], ch
0xb1:	add	byte ptr [rsp + rbx*2], bl
0xb4:	add	byte ptr [rdx + 0x58], bh
0xb7:	add	byte ptr [rax], dl
0xb9:	pop	rsp
0xba:	add	byte ptr [rdx + 0x58], dh
0xbd:	add	al, bh
0xbf:	pushfq	
0xc0:	add	ah, byte ptr [rdx + 0x58]
0xc3:	add	ah, ch
0xc5:	pop	rsp
0xc6:	add	byte ptr [rdx + 0x19], bl
0xc9:	add	al, 0x7c
* 0x1107d1c7	7d-b9-fa-41	cd07f21a7dc200008de83a8fb83165d6	f16bd518a12b45d69222e63286f6b52f	1	False	Not Defined PartitionType	0x5caaaaaa	N/A
* 0x1107d1c7	7d-b9-fa-41	cd07f21a7dc200008de83a8fb83165d6	f16bd518a12b45d69222e63286f6b52f	2	False	Not Defined PartitionType	0x58af00	N/A

* 0x1107d1c7	7d-b9-fa-41	cd07f21a7dc200008de83a8fb83165d6	f16bd518a12b45d69222e63286f6b52f	3	False	Not Defined PartitionType	0xc7005cac	N/A
* 0x1107d1c7	7d-b9-fa-41	cd07f21a7dc200008de83a8fb83165d6	f16bd518a12b45d69222e63286f6b52f	4	False	Empty	0x55400058	N/A
0x1107d8eb	00-04-fc-02	c4a03546b327ae63344e54ab42083296	f467bbb66fc68c8af3fcd6dc42eb9e90	N/A	N/A	N/A	N/A	
* 0x1107d8eb	00-04-fc-02	c4a03546b327ae63344e54ab42083296	f467bbb66fc68c8af3fcd6dc42eb9e90	1	False	Not Defined PartitionType	0xa0a91c00	N/A
* 0x1107d8eb	00-04-fc-02	c4a03546b327ae63344e54ab42083296	f467bbb66fc68c8af3fcd6dc42eb9e90	2	False	Not Defined PartitionType	0xadb2801	N/A
* 0x1107d8eb	00-04-fc-02	c4a03546b327ae63344e54ab42083296	f467bbb66fc68c8af3fcd6dc42eb9e90	3	False	Not Defined PartitionType	0x8a018	N/A
* 0x1107d8eb	00-04-fc-02	c4a03546b327ae63344e54ab42083296	f467bbb66fc68c8af3fcd6dc42eb9e90	4	False	DG/UX virtual disk manager partition	0x55552398	N/A
0x1107e5ea	00-9a-58-00	974626a29cf667a1e76cba314c3425df	835bec5a33e0d48de73b0d40ea239110	N/A	N/A	N/A	N/A	
0x0:	stosb	byte ptr [rdi], al
0x1:	or	ch, byte ptr [rdx - 0x235bffa8]
* 0x1107e5ea	00-9a-58-00	974626a29cf667a1e76cba314c3425df	835bec5a33e0d48de73b0d40ea239110	1	False	Not Defined PartitionType	0xa948e900	N/A
* 0x1107e5ea	00-9a-58-00	974626a29cf667a1e76cba314c3425df	835bec5a33e0d48de73b0d40ea239110	2	False	Hidden FAT16,16-32MB,CHS	0x1784c00	N/A
* 0x1107e5ea	00-9a-58-00	974626a29cf667a1e76cba314c3425df	835bec5a33e0d48de73b0d40ea239110	3	False	BSDI Swap	0x59005c5c	N/A
* 0x1107e5ea	00-9a-58-00	974626a29cf667a1e76cba314c3425df	835bec5a33e0d48de73b0d40ea239110	4	False	Not Defined PartitionType	0x43d300	N/A
0x1107eb21	00-00-70-5c	fdfee5a014f8df9b1332dbb9fc07cce0	3ec25bdaca9e0efd0d122213404e34cb	N/A	N/A	N/A	N/A	
0x0:	add	al, 0xaa
0x2:	stosb	byte ptr [rdi], al
0x3:	stosb	byte ptr [rdi], al
0x4:	pop	rax
0x5:	add	byte ptr [rax], cl
0x7:	pop	rsp
0x8:	add	ch, bl
0xa:	js	0xd
0xc:	fcomp	st(4)
0xe:	add	dword ptr [rax + rbx*2 + 0xbc9800], esi
0x15:	sub	eax, 0xbcfc0118
0x1a:	add	ch, dl
0x1c:	mov	eax, 0xbc8c00
0x21:	sbb	eax, 0x5b2707d9
0x26:	add	eax, ebp
0x28:	add	eax, dword ptr [rax]
0x2a:	add	al, ch
0x2c:	sub	ebx, dword ptr [rbx]
0x2f:	jbe	0x39
0x31:	push	rbp
0x32:	push	rbp
0x33:	push	rbp
0x34:	adc	eax, 0xbcec0000
0x39:	add	byte ptr [rax - 0x4323ff48], bh
0x3f:	add	byte ptr [rax - 0x48], ch
0x42:	add	al, ah
0x44:	mov	esp, 0xb8ab00
0x49:	sar	byte ptr [rax + rax - 0x2bff47a6], 1
0x50:	mov	esp, 0xb89e00
* 0x1107eb21	00-00-70-5c	fdfee5a014f8df9b1332dbb9fc07cce0	3ec25bdaca9e0efd0d122213404e34cb	1	False	Not Defined PartitionType	0xaaaaaaaa	N/A
* 0x1107eb21	00-00-70-5c	fdfee5a014f8df9b1332dbb9fc07cce0	3ec25bdaca9e0efd0d122213404e34cb	2	False	Empty	0xdc880058	N/A
* 0x1107eb21	00-00-70-5c	fdfee5a014f8df9b1332dbb9fc07cce0	3ec25bdaca9e0efd0d122213404e34cb	3	False	Not Defined PartitionType	0x581900	N/A
* 0x1107eb21	00-00-70-5c	fdfee5a014f8df9b1332dbb9fc07cce0	3ec25bdaca9e0efd0d122213404e34cb	4	False	Not Defined PartitionType	0xe0005cd8	N/A
0x1107ebb8	6f-58-00-ac	c21de0f252cd04b79d3ba734858d7796	52837b2daf00dbc5a7a4f557994aebe7	N/A	N/A	N/A	N/A	
0x0:	stosb	byte ptr [rdi], al
0x1:	stosb	byte ptr [rdi], al
0x2:	stosb	byte ptr [rdi], al
* 0x1107ebb8	6f-58-00-ac	c21de0f252cd04b79d3ba734858d7796	52837b2daf00dbc5a7a4f557994aebe7	1	False	Hidden FAT32,LBA	0xaa005877	N/A
* 0x1107ebb8	6f-58-00-ac	c21de0f252cd04b79d3ba734858d7796	52837b2daf00dbc5a7a4f557994aebe7	2	False	Not Defined PartitionType	0x48005837	N/A
* 0x1107ebb8	6f-58-00-ac	c21de0f252cd04b79d3ba734858d7796	52837b2daf00dbc5a7a4f557994aebe7	3	False	Empty	0x69053b71	N/A
* 0x1107ebb8	6f-58-00-ac	c21de0f252cd04b79d3ba734858d7796	52837b2daf00dbc5a7a4f557994aebe7	4	False	Not Defined PartitionType	0xa800584f	N/A
0x1108298d	00-25-00-00	6bf826156b53838d705521593bc0c89a	574b390f32a7acc598237b6987f5aa03	N/A	N/A	N/A	N/A	
0x0:	pop	rdi
0x1:	add	dl, dh
0x3:	pop	rsp
0x4:	add	byte ptr [rcx + 0xd], bh
0x7:	xor	bh, dh
0x9:	jnp	0xc
0xb:	sbb	dword ptr [rcx], eax
0xd:	insb	byte ptr [rdi], dx
0xe:	pop	rsp
0xf:	add	byte ptr [rcx + 0xa], bh
0x12:	mov	dl, 0x5c
0x14:	add	byte ptr [rcx - 0x4c9925fb], bl

0x1a:	xor	eax, 0x11bf806
0x1f:	mov	ecx, 0x5f5603
0x24:	adc	dword ptr [rsi + 0x4d9005c], esp
0x2a:	clc	
0x2b:	pop	rsp
0x2c:	add	byte ptr [rcx], bl
0x2e:	add	dword ptr [rax - 7], ecx
0x31:	jnp	0x34
0x33:	cdq	
0x34:	cmpsb	byte ptr [rsi], byte ptr [rdi]
0x36:	pop	rsp
0x37:	add	cl, bh
0x39:	adc	dword ptr [rax], eax
0x3b:	cli	
0x3c:	mov	ebx, 0x44173900
0x41:	pop	rsp
0x42:	add	byte ptr [rcx + 0x5c8003], bh
0x48:	mov	ecx, 0x5fc400
0x4d:	or	byte ptr [rbp - 0x4b], ah
0x50:	cmpsd	dword ptr [rsi], dword ptr [rdi]
0x51:	insd	dword ptr [rdi], dx
0x52:	sti	
0x53:	jnp	0x56
0x55:	mov	ecx, 0x5c4a0c
0x5a:	cmp	dword ptr [rdx], ebx
0x5c:	xchg	esp, eax
0x5d:	pop	rsp
0x5e:	add	byte ptr [rcx], bl
* 0x1108298d	00-25-00-00	6bf826156b53838d705521593bc0c89a	574b390f32a7acc598237b6987f5aa03	1	False	Not Defined PartitionType	0x8a000000	N/A
* 0x1108298d	00-25-00-00	6bf826156b53838d705521593bc0c89a	574b390f32a7acc598237b6987f5aa03	2	False	Not Defined PartitionType	0xee000000	N/A
* 0x1108298d	00-25-00-00	6bf826156b53838d705521593bc0c89a	574b390f32a7acc598237b6987f5aa03	3	False	Empty	0xda005836	N/A
* 0x1108298d	00-25-00-00	6bf826156b53838d705521593bc0c89a	574b390f32a7acc598237b6987f5aa03	4	False	Empty	0x40005cbe	N/A
0x11089a4e	07-00-45-18	4a773ee67a4371724dfa6c97f6d1bd20	05f3b7c8660d8c828a4e43dde96e0831	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rax + 0x7d], dl
0x3:	sbb	byte ptr [rax], al
0x5:	xchg	esi, eax
0x6:	sbb	byte ptr [rax], al
0x8:	in	eax, dx

0x9:	lea	eax, [rsi]
0xb:	add	byte ptr [rsi + rcx*4 + 6], cl
0xf:	add	byte ptr [rcx - 0x6c], bl
* 0x11089a4e	07-00-45-18	4a773ee67a4371724dfa6c97f6d1bd20	05f3b7c8660d8c828a4e43dde96e0831	1	False	Empty	0x87001804	N/A
* 0x11089a4e	07-00-45-18	4a773ee67a4371724dfa6c97f6d1bd20	05f3b7c8660d8c828a4e43dde96e0831	2	False	Empty	0xa2cb0008	N/A
* 0x11089a4e	07-00-45-18	4a773ee67a4371724dfa6c97f6d1bd20	05f3b7c8660d8c828a4e43dde96e0831	3	False	NTFS Volume Set	0xd8180000	N/A
* 0x11089a4e	07-00-45-18	4a773ee67a4371724dfa6c97f6d1bd20	05f3b7c8660d8c828a4e43dde96e0831	4	False	Not Defined PartitionType	0x552aac55	N/A
0x1108ab22	78-13-68-5c	3421aee9dd3b439d535ddbc4a471d8b0	dd36a88c32b447b889624116ae15bd5b	N/A	N/A	N/A	N/A	
0x0:	push	rbp
0x1:	jo	0x5f
0x3:	add	byte ptr [rax + rbx*2 + 6], bl
* 0x1108ab22	78-13-68-5c	3421aee9dd3b439d535ddbc4a471d8b0	dd36a88c32b447b889624116ae15bd5b	1	False	FAT16 32MB,CHS	0xaaaaaaa0	N/A
* 0x1108ab22	78-13-68-5c	3421aee9dd3b439d535ddbc4a471d8b0	dd36a88c32b447b889624116ae15bd5b	2	False	FAT16 16-32MB,CHS	0x3ca814f8	N/A
* 0x1108ab22	78-13-68-5c	3421aee9dd3b439d535ddbc4a471d8b0	dd36a88c32b447b889624116ae15bd5b	3	False	Not Defined PartitionType	0x7788602	N/A
* 0x1108ab22	78-13-68-5c	3421aee9dd3b439d535ddbc4a471d8b0	dd36a88c32b447b889624116ae15bd5b	4	False	Not Defined PartitionType	0x55558400	N/A
0x1108b2b4	00-c0-5c-00	6457104bae42cb90ba293a92b0ce2053	bb12b82ccfd866ba498c39e170ae23fd	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rcx], bl
0x2:	add	byte ptr [rbp + 0x480b6109], ch
0x8:	imul	eax, dword ptr [rax], 0
0xb:	sbb	dword ptr [rax], eax
0xd:	cmp	byte ptr [rax], al
0x10:	sbb	dword ptr [rax], eax
* 0x1108b2b4	00-c0-5c-00	6457104bae42cb90ba293a92b0ce2053	bb12b82ccfd866ba498c39e170ae23fd	1	False	FAT16 32MB,CHS	0x48554aaa	N/A
* 0x1108b2b4	00-c0-5c-00	6457104bae42cb90ba293a92b0ce2053	bb12b82ccfd866ba498c39e170ae23fd	2	False	Empty	0xdb880058	N/A
* 0x1108b2b4	00-c0-5c-00	6457104bae42cb90ba293a92b0ce2053	bb12b82ccfd866ba498c39e170ae23fd	3	False	Microsoft Extended	0x58bf005c	N/A
* 0x1108b2b4	00-c0-5c-00	6457104bae42cb90ba293a92b0ce2053	bb12b82ccfd866ba498c39e170ae23fd	4	False	FAT12,CHS	0x5555fc0b	N/A
0x1108b34e	45-bc-00-85	07476818e33eaa4602537d9cc3f5769e	035520843c458fdca84593510e30aa3e	N/A	N/A	N/A	N/A	
0x0:	sbb	dword ptr [rax], eax
